TableName,AccountDSI,BudgetActivity,BudgetActivityTitle,BSA,BSAtitle,LineItem,LineItemTitle,CostType,CostTypeTitle,ProcurementCategory,Classified,FiscalYear,OriginType,PBtotal,PBtotal,PBtype,EnactedTotal,EnactedType,SpecialType,ActualTotal,QuantPBtotal,QuantPBtype,QuantEnactedTotal,QuantEnactedType,QuantSpecialType,QuantActualTotal
Linked to ProjectID,3010F,1,Combat aircraft,3,TACTICAL FORCES,ATA000,F-35,A,WEAPON SYSTEM COST,Aircraft,,2007,Total,988109,988109,0,0,0,0,0,5,0,0,0,0,0
Linked to ProjectID,3010F,1,Combat aircraft,3,TACTICAL FORCES,ATA000,F-35,A,WEAPON SYSTEM COST,Aircraft,,2007,Total,0,0,0,595270,0,0,0,0,0,2,0,0,0
Linked to ProjectID,3010F,1,Combat aircraft,3,TACTICAL FORCES,ATA000,F-35,A,WEAPON SYSTEM COST,Aircraft,,2007,Total,0,0,0,0,0,0,595519,0,0,0,0,0,2
Linked to ProjectID,3010F,1,Combat aircraft,3,TACTICAL FORCES,ATA000,F-35,A,WEAPON SYSTEM COST,Aircraft,,2008,Total,0,0,0,1383015,0,0,0,0,0,6,0,0,0
Linked to ProjectID,3010F,1,Combat aircraft,3,TACTICAL FORCES,ATA000,F-35,A,WEAPON SYSTEM COST,Aircraft,,2008,Total,0,0,0,0,0,0,1383015,0,0,0,0,0,6
Linked to ProjectID,3010F,1,Combat aircraft,3,TACTICAL FORCES,ATA000,F-35,A,WEAPON SYSTEM COST,Aircraft,,2008,Total,1391824,1391824,0,0,0,0,0,6,0,0,0,0,0
Linked to ProjectID,3010F,1,Combat aircraft,3,TACTICAL FORCES,ATA000,F-35,A,WEAPON SYSTEM COST,Aircraft,,2009,Total,1796491,1796491,0,0,0,0,0,8,0,0,0,0,0
Linked to ProjectID,3010F,1,Combat aircraft,3,TACTICAL FORCES,ATA000,F-35,A,WEAPON SYSTEM COST,Aircraft,,2009,Total,0,0,0,0,0,0,1611895,0,0,0,0,0,7
Linked to ProjectID,3010F,1,Combat aircraft,3,TACTICAL FORCES,ATA000,F-35,A,WEAPON SYSTEM COST,Aircraft,,2009,Total,0,0,0,1611895,0,0,0,0,0,7,0,0,0
Linked to ProjectID,3010F,1,Combat aircraft,3,TACTICAL FORCES,ATA000,F-35,A,WEAPON SYSTEM COST,Aircraft,,2010,Total,0,0,0,0,0,0,2251645,0,0,0,0,0,10
Linked to ProjectID,3010F,1,Combat aircraft,3,TACTICAL FORCES,ATA000,F-35,A,WEAPON SYSTEM COST,Aircraft,,2010,Total,0,0,0,2248182,0,0,0,0,0,10,0,0,0
Linked to ProjectID,3010F,1,Combat aircraft,3,TACTICAL FORCES,ATA000,F-35,A,WEAPON SYSTEM COST,Aircraft,,2010,Total,2220267,2220267,0,0,0,0,0,10,0,0,0,0,0
Linked to ProjectID,3010F,1,Combat aircraft,3,TACTICAL FORCES,ATA000,F-35,A,WEAPON SYSTEM COST,Aircraft,,2010,OCO.Sup,0,0,0,0,0,0,0,0,0,0,0,0,0
Linked to ProjectID,3010F,1,Combat aircraft,3,TACTICAL FORCES,ATA000,F-35,A,WEAPON SYSTEM COST,Aircraft,,2010,OCO,0,0,0,0,0,0,0,0,0,0,0,0,0
Linked to ProjectID,3010F,1,Combat aircraft,3,TACTICAL FORCES,ATA000,F-35,A,WEAPON SYSTEM COST,Aircraft,,2011,Total,0,0,0,0,0,0,0,0,0,0,0,0,0
Linked to ProjectID,3010F,1,Combat aircraft,3,TACTICAL FORCES,ATA000,F-35,A,WEAPON SYSTEM COST,Aircraft,,2011,OCO,0,0,0,0,0,0,0,0,0,0,0,0,0
Linked to ProjectID,3010F,1,Combat aircraft,3,TACTICAL FORCES,ATA000,F-35,A,WEAPON SYSTEM COST,Aircraft,,2011,Total,0,0,0,0,0,0,4320585,0,0,0,0,0,25
Linked to ProjectID,3010F,1,Combat aircraft,3,TACTICAL FORCES,ATA000,F-35,A,WEAPON SYSTEM COST,Aircraft,,2011,CR.OCO,0,0,0,0,0,134787,0,0,0,0,0,0,0
Linked to ProjectID,3010F,1,Combat aircraft,3,TACTICAL FORCES,ATA000,F-35,A,WEAPON SYSTEM COST,Aircraft,,2011,CR,0,0,0,0,0,3431565,0,0,0,0,0,0,0
Linked to ProjectID,3010F,1,Combat aircraft,3,TACTICAL FORCES,ATA000,F-35,A,WEAPON SYSTEM COST,Aircraft,,2011,OCO,0,0,204900,0,0,0,0,0,1,0,0,0,0
Linked to ProjectID,3010F,1,Combat aircraft,3,TACTICAL FORCES,ATA000,F-35,A,WEAPON SYSTEM COST,Aircraft,,2011,Total,4212742,4212742,0,0,0,0,0,23,0,0,0,0,0
Linked to ProjectID,3010F,1,Combat aircraft,3,TACTICAL FORCES,ATA000,F-35,A,WEAPON SYSTEM COST,Aircraft,,2012,Total,0,0,0,3545196,0,0,0,0,0,18,0,0,0
Linked to ProjectID,3010F,1,Combat aircraft,3,TACTICAL FORCES,ATA000,F-35,A,WEAPON SYSTEM COST,Aircraft,,2012,Total,0,0,0,0,0,0,3545196,0,0,0,0,0,18
Linked to ProjectID,3010F,1,Combat aircraft,3,TACTICAL FORCES,ATA000,F-35,A,WEAPON SYSTEM COST,Aircraft,,2012,Total,3597615,3597615,0,0,0,0,0,19,0,0,0,0,0
Linked to ProjectID,3010F,1,Combat aircraft,3,TACTICAL FORCES,ATA000,F-35,A,WEAPON SYSTEM COST,Aircraft,,2012,OCO,0,0,0,0,0,0,0,0,0,0,0,0,0
Linked to ProjectID,3010F,1,Combat aircraft,3,TACTICAL FORCES,ATA000,F-35,A,WEAPON SYSTEM COST,Aircraft,,2012,OCO,0,0,0,0,0,0,0,0,0,0,0,0,0
Linked to ProjectID,3010F,1,Combat aircraft,3,TACTICAL FORCES,ATA000,F-35,A,WEAPON SYSTEM COST,Aircraft,,2013,Total,0,0,0,0,0,0,2761161,0,0,0,0,0,19
Linked to ProjectID,3010F,1,Combat aircraft,3,TACTICAL FORCES,ATA000,F-35,A,WEAPON SYSTEM COST,Aircraft,,2013,Total,0,0,0,3353279,0,0,0,0,0,19,0,0,0
Linked to ProjectID,3010F,1,Combat aircraft,3,TACTICAL FORCES,ATA000,F-35,A,WEAPON SYSTEM COST,Aircraft,,2013,OCO,0,0,0,0,0,0,0,0,0,0,0,0,0
Linked to ProjectID,3010F,1,Combat aircraft,3,TACTICAL FORCES,ATA000,F-35,A,WEAPON SYSTEM COST,Aircraft,,2013,Total,3353279,3353279,0,0,0,0,0,19,0,0,0,0,0
Linked to ProjectID,3010F,1,Combat aircraft,3,TACTICAL FORCES,ATA000,F-35,A,WEAPON SYSTEM COST,Aircraft,,2013,OCO,0,0,0,0,0,0,0,0,0,0,0,0,0
Linked to ProjectID,3010F,1,Combat aircraft,3,TACTICAL FORCES,ATA000,F-35,A,WEAPON SYSTEM COST,Aircraft,,2014,Total,0,0,0,0,0,0,3183002,0,0,0,0,0,19
Linked to ProjectID,3010F,1,Combat aircraft,3,TACTICAL FORCES,ATA000,F-35,A,WEAPON SYSTEM COST,Aircraft,,2014,OCO,0,0,0,0,0,0,0,0,0,0,0,0,0
Linked to ProjectID,3010F,1,Combat aircraft,3,TACTICAL FORCES,ATA000,F-35,A,WEAPON SYSTEM COST,Aircraft,,2014,Total,0,0,0,3183002,0,0,0,0,0,19,0,0,0
Linked to ProjectID,3010F,1,Combat aircraft,3,TACTICAL FORCES,ATA000,F-35,A,WEAPON SYSTEM COST,Aircraft,,2014,OCO,0,0,0,0,0,0,0,0,0,0,0,0,0
Linked to ProjectID,3010F,1,Combat aircraft,3,TACTICAL FORCES,ATA000,F-35,A,WEAPON SYSTEM COST,Aircraft,,2014,Total,3354170,3354170,0,0,0,0,0,19,0,0,0,0,0
Linked to ProjectID,3010F,1,Combat aircraft,3,TACTICAL FORCES,ATA000,F-35,A,WEAPON SYSTEM COST,Aircraft,,2015,OCO,0,0,0,0,0,0,0,0,0,0,0,0,0
Linked to ProjectID,3010F,1,Combat aircraft,3,TACTICAL FORCES,ATA000,F-35,A,WEAPON SYSTEM COST,Aircraft,,2015,OCO,0,0,0,0,0,0,0,0,0,0,0,0,0
Linked to ProjectID,3010F,1,Combat aircraft,3,TACTICAL FORCES,ATA000,F-35,A,WEAPON SYSTEM COST,Aircraft,,2015,Total,3892579,3892579,0,0,0,0,0,26,0,0,0,0,0
Linked to ProjectID,3010F,1,Combat aircraft,3,TACTICAL FORCES,ATA000,F-35,A,WEAPON SYSTEM COST,Aircraft,,2015,Total,0,0,0,4030579,0,0,0,0,0,28,0,0,0
Linked to ProjectID,3010F,1,Combat Aircraft,3,Tactical Forces,ATA000,F-35,A,Weapon System Cost,Aircraft,U,2015,Total,0,0,0,0,0,0,3965374,0,0,0,0,0,28
Linked to ProjectID,3010F,1,Combat Aircraft,3,Tactical Forces,ATA000,F-35,A,Weapon System Cost,Aircraft,U,2016,Base,0,0,0,0,5678692,0,0,0,0,0,47,0,0
Linked to ProjectID,3010F,1,Combat aircraft,3,TACTICAL FORCES,ATA000,F-35,A,WEAPON SYSTEM COST,Aircraft,,2016,OCO,0,0,0,0,0,0,0,0,0,0,0,0,0
Linked to ProjectID,3010F,1,Combat Aircraft,3,Tactical Forces,ATA000,F-35,A,Weapon System Cost,Aircraft,U,2016,Total,0,0,0,5678692,0,0,0,0,0,0,0,0,0
Linked to ProjectID,3010F,1,Combat Aircraft,3,Tactical Forces,ATA000,F-35,A,Weapon System Cost,Aircraft,U,2016,OCO,0,0,0,0,0,0,0,0,0,0,0,0,0
Linked to ProjectID,3010F,1,Combat aircraft,3,TACTICAL FORCES,ATA000,F-35,A,WEAPON SYSTEM COST,Aircraft,,2016,Total,5552092,5552092,0,0,0,0,0,44,0,0,0,0,0
Linked to ProjectID,3010F,1,Combat Aircraft,3,Tactical Forces,ATA000,F-35,A,Weapon System Cost,Aircraft,U,2017,OCO,0,0,0,0,0,0,0,0,0,0,0,0,0
Linked to ProjectID,3010F,1,Combat Aircraft,3,Tactical Forces,ATA000,F-35,A,Weapon System Cost,Aircraft,U,2017,Base,0,0,4862154,0,0,0,0,0,43,0,0,0,0
Linked to ProjectID,3010F,1,Combat Aircraft,3,Tactical Forces,ATA000,F-35,A,Weapon System Cost,Aircraft,U,2017,Total,4862154,4862154,0,0,0,0,0,43,0,0,0,0,0
Linked to ProjectID,3010F,5,Modification of Inservice Aircraft,2,Tactical Aircraft,F03500,F-35 Modifications,A,Weapon System Cost,Aircraft,,2009,Total,0,0,0,0,0,0,0,0,0,0,0,0,0
Linked to ProjectID,3010F,5,Modification of Inservice Aircraft,2,Tactical Aircraft,F03500,F-35 Modifications,A,Weapon System Cost,Aircraft,,2010,OCO.Sup,0,0,0,0,0,0,0,0,0,0,0,0,0
Linked to ProjectID,3010F,5,Modification of Inservice Aircraft,2,Tactical Aircraft,F03500,F-35 Modifications,A,Weapon System Cost,Aircraft,,2010,Total,0,0,0,0,0,0,0,0,0,0,0,0,0
Linked to ProjectID,3010F,5,Modification of Inservice Aircraft,2,Tactical Aircraft,F03500,F-35 Modifications,A,Weapon System Cost,Aircraft,,2010,Total,0,0,0,0,0,0,0,0,0,0,0,0,0
Linked to ProjectID,3010F,5,Modification of Inservice Aircraft,2,Tactical Aircraft,F03500,F-35 Modifications,A,Weapon System Cost,Aircraft,,2011,CR,0,0,0,0,0,101828,0,0,0,0,0,0,0
Linked to ProjectID,3010F,5,Modification of Inservice Aircraft,2,Tactical Aircraft,F03500,F-35 Modifications,A,Weapon System Cost,Aircraft,,2011,CR.OCO,0,0,0,0,0,0,0,0,0,0,0,0,0
Linked to ProjectID,3010F,5,Modification of Inservice Aircraft,2,Tactical Aircraft,F03500,F-35 Modifications,A,Weapon System Cost,Aircraft,,2011,Total,0,0,0,0,0,0,4610,0,0,0,0,0,0
Linked to ProjectID,3010F,5,Modification of Inservice Aircraft,2,Tactical Aircraft,F03500,F-35 Modifications,A,Weapon System Cost,Aircraft,,2011,OCO,0,0,0,0,0,0,0,0,0,0,0,0,0
Linked to ProjectID,3010F,5,Modification of Inservice Aircraft,2,Tactical Aircraft,F03500,F-35 Modifications,A,Weapon System Cost,Aircraft,,2011,Total,0,0,0,0,0,0,0,0,0,0,0,0,0
Linked to ProjectID,3010F,5,Modification of Inservice Aircraft,2,Tactical Aircraft,F03500,F-35 Modifications,A,Weapon System Cost,Aircraft,,2011,Total,123936,123936,0,0,0,0,0,0,0,0,0,0,0
Linked to ProjectID,3010F,5,Modification of Inservice Aircraft,2,Tactical Aircraft,F03500,F-35 Modifications,A,Weapon System Cost,Aircraft,,2011,OCO,0,0,0,0,0,0,0,0,0,0,0,0,0
Linked to ProjectID,3010F,5,Modification of Inservice Aircraft,2,Tactical Aircraft,F03500,F-35 Modifications,A,Weapon System Cost,Aircraft,,2012,Total,0,0,0,0,0,0,0,0,0,0,0,0,0
Linked to ProjectID,3010F,5,Modification of Inservice Aircraft,2,Tactical Aircraft,F03500,F-35 Modifications,A,Weapon System Cost,Aircraft,,2012,Total,0,0,0,0,0,0,0,0,0,0,0,0,0
Linked to ProjectID,3010F,5,Modification of Inservice Aircraft,2,Tactical Aircraft,F03500,F-35 Modifications,A,Weapon System Cost,Aircraft,,2012,OCO,0,0,0,0,0,0,0,0,0,0,0,0,0
Linked to ProjectID,3010F,5,Modification of Inservice Aircraft,2,Tactical Aircraft,F03500,F-35 Modifications,A,Weapon System Cost,Aircraft,,2012,Total,0,0,0,0,0,0,0,0,0,0,0,0,0
Linked to ProjectID,3010F,5,Modification of Inservice Aircraft,2,Tactical Aircraft,F03500,F-35 Modifications,A,Weapon System Cost,Aircraft,,2012,OCO,0,0,0,0,0,0,0,0,0,0,0,0,0
Linked to ProjectID,3010F,5,Modification of Inservice Aircraft,2,Tactical Aircraft,F03500,F-35 Modifications,A,Weapon System Cost,Aircraft,,2013,Total,0,0,0,0,0,0,80715,0,0,0,0,0,0
Linked to ProjectID,3010F,5,Modification of Inservice Aircraft,2,Tactical Aircraft,F03500,F-35 Modifications,A,Weapon System Cost,Aircraft,,2013,Total,147995,147995,0,0,0,0,0,0,0,0,0,0,0
Linked to ProjectID,3010F,5,Modification of Inservice Aircraft,2,Tactical Aircraft,F03500,F-35 Modifications,A,Weapon System Cost,Aircraft,,2013,OCO,0,0,0,0,0,0,0,0,0,0,0,0,0
Linked to ProjectID,3010F,5,Modification of Inservice Aircraft,2,Tactical Aircraft,F03500,F-35 Modifications,A,Weapon System Cost,Aircraft,,2013,OCO,0,0,0,0,0,0,0,0,0,0,0,0,0
Linked to ProjectID,3010F,5,Modification of Inservice Aircraft,2,Tactical Aircraft,F03500,F-35 Modifications,A,Weapon System Cost,Aircraft,,2013,Total,0,0,0,147995,0,0,0,0,0,0,0,0,0
Linked to ProjectID,3010F,5,Modification of Inservice Aircraft,2,Tactical Aircraft,F03500,F-35 Modifications,A,Weapon System Cost,Aircraft,,2014,OCO,0,0,0,0,0,0,0,0,0,0,0,0,0
Linked to ProjectID,3010F,5,Modification of Inservice Aircraft,2,Tactical Aircraft,F03500,F-35 Modifications,A,Weapon System Cost,Aircraft,,2014,Total,157777,157777,0,0,0,0,0,0,0,0,0,0,0
Linked to ProjectID,3010F,5,Modification of Inservice Aircraft,2,Tactical Aircraft,F03500,F-35 Modifications,A,Weapon System Cost,Aircraft,,2014,Total,0,0,0,0,0,0,123916,0,0,0,0,0,0
Linked to ProjectID,3010F,5,Modification of Inservice Aircraft,2,Tactical Aircraft,F03500,F-35 Modifications,A,Weapon System Cost,Aircraft,,2014,Total,0,0,0,126777,0,0,0,0,0,0,0,0,0
Linked to ProjectID,3010F,5,Modification of Inservice Aircraft,2,Tactical Aircraft,F03500,F-35 Modifications,A,Weapon System Cost,Aircraft,,2014,OCO,0,0,0,0,0,0,0,0,0,0,0,0,0
Linked to ProjectID,3010F,5,Modification of Inservice Aircraft,2,Tactical Aircraft,F03500,F-35 Modifications,A,Weapon System Cost,Aircraft,U,2015,Total,0,0,0,0,0,0,187646,0,0,0,0,0,0
Linked to ProjectID,3010F,5,Modification of Inservice Aircraft,2,Tactical Aircraft,F03500,F-35 Modifications,A,Weapon System Cost,Aircraft,,2015,Total,0,0,0,187646,0,0,0,0,0,0,0,0,0
Linked to ProjectID,3010F,5,Modification of Inservice Aircraft,2,Tactical Aircraft,F03500,F-35 Modifications,A,Weapon System Cost,Aircraft,,2015,OCO,0,0,0,0,0,0,0,0,0,0,0,0,0
Linked to ProjectID,3010F,5,Modification of Inservice Aircraft,2,Tactical Aircraft,F03500,F-35 Modifications,A,Weapon System Cost,Aircraft,,2015,OCO,0,0,0,0,0,0,0,0,0,0,0,0,0
Linked to ProjectID,3010F,5,Modification of Inservice Aircraft,2,Tactical Aircraft,F03500,F-35 Modifications,A,Weapon System Cost,Aircraft,,2015,Total,187646,187646,0,0,0,0,0,0,0,0,0,0,0
Linked to ProjectID,3010F,5,Modification of Inservice Aircraft,2,Tactical Aircraft,F03500,F-35 Modifications,A,Weapon System Cost,Aircraft,U,2016,OCO,0,0,0,0,0,0,0,0,0,0,0,0,0
Linked to ProjectID,3010F,5,Modification of Inservice Aircraft,2,Tactical Aircraft,F03500,F-35 Modifications,A,Weapon System Cost,Aircraft,U,2016,Total,0,0,0,70167,0,0,0,0,0,0,0,0,0
Linked to ProjectID,3010F,5,Modification of Inservice Aircraft,2,Tactical Aircraft,F03500,F-35 Modifications,A,Weapon System Cost,Aircraft,U,2016,Base,0,0,0,0,70167,0,0,0,0,0,0,0,0
Linked to ProjectID,3010F,5,Modification of Inservice Aircraft,2,Tactical Aircraft,F03500,F-35 Modifications,A,Weapon System Cost,Aircraft,,2016,OCO,0,0,0,0,0,0,0,0,0,0,0,0,0
Linked to ProjectID,3010F,5,Modification of Inservice Aircraft,2,Tactical Aircraft,F03500,F-35 Modifications,A,Weapon System Cost,Aircraft,,2016,Total,70167,70167,0,0,0,0,0,0,0,0,0,0,0
Linked to ProjectID,3010F,5,Modification of Inservice Aircraft,2,Tactical Aircraft,F03500,F-35 Modifications,A,Weapon System Cost,Aircraft,U,2017,Base,0,0,175811,0,0,0,0,0,0,0,0,0,0
Linked to ProjectID,3010F,5,Modification of Inservice Aircraft,2,Tactical Aircraft,F03500,F-35 Modifications,A,Weapon System Cost,Aircraft,U,2017,OCO,0,0,0,0,0,0,0,0,0,0,0,0,0
Linked to ProjectID,3010F,5,Modification of Inservice Aircraft,2,Tactical Aircraft,F03500,F-35 Modifications,A,Weapon System Cost,Aircraft,U,2017,Total,175811,175811,0,0,0,0,0,0,0,0,0,0,0
